word	positive	negative	anger	anticipation	disgust	fear	joy	sadness	surprise	trust
nutzlichen	1	0	0	0	0	0	0	0	0	0
erfinderischere	1	0	0	0	0	0	0	0	0	0
schlammigter	0	1	0	0	1	0	0	0	0	0
umkamt	0	1	0	0	0	0	0	1	0	0
Mahlen	0	1	0	0	0	0	0	0	0	0
Sprachwissenschaftler	1	0	0	0	0	0	0	0	0	1
bil-lig	0	1	0	0	0	0	0	0	0	0
besitzestu	1	0	0	1	0	0	1	0	0	1
weins	0	0	0	0	0	0	0	1	0	0
reifftest	1	0	0	1	0	0	0	0	0	0
Favorit	1	0	0	0	0	0	1	0	0	1
gelibt	1	0	0	1	0	0	1	0	0	1
Couriere	0	0	0	0	0	0	0	0	0	1
Kir-che	1	0	0	1	0	0	1	0	0	1
Vertretten	0	0	0	1	0	0	0	0	0	0
weinn	0	0	0	0	0	0	0	1	0	0
föllt	0	0	0	0	0	0	0	0	0	1
Maassgebend	1	0	0	0	0	0	0	0	0	1
Entdekt	1	0	0	0	0	0	0	0	0	0
Battaillons	0	0	1	0	0	0	0	0	0	0
nahmenlose	0	1	0	0	1	0	0	0	0	0
HADSCH	0	1	0	0	0	0	0	0	0	0
geschmeidigern	1	0	0	0	0	0	0	0	0	0
Erhabneren	1	0	0	0	0	0	1	0	0	1
Roote	0	1	0	0	0	0	0	0	0	0
Electrischen	1	0	0	0	0	0	1	0	1	0
officielles	0	0	0	0	0	0	0	0	0	1
hefftigerem	0	1	1	0	1	1	0	0	1	0
abraisen	0	1	0	0	0	0	0	1	0	0
thaat	0	0	0	0	0	0	0	0	0	1
Electrisches	1	0	0	0	0	0	1	0	1	0
Electrischer	1	0	0	0	0	0	1	0	1	0
Wigte	0	0	0	1	0	0	0	0	0	1
Citronin	0	1	0	0	1	0	0	0	0	0
Karris	0	1	0	0	1	0	0	0	0	0
Motifen	1	0	0	0	0	0	0	0	0	0
singen	1	0	0	1	0	0	1	1	0	1
geschmeidigers	1	0	0	0	0	0	0	0	0	0
Wietse	0	1	0	0	0	0	0	0	0	0
Resourcen	1	0	0	0	0	0	1	0	0	1
entführend	0	1	1	0	0	1	0	1	1	0
ducken '	0	1	0	0	0	1	0	0	0	0
Schweinestall	0	1	0	0	1	0	0	0	0	0
Schrye	0	1	0	0	0	0	0	1	0	0
reynigte	1	0	0	0	0	0	1	0	0	1
newgierigen	1	0	0	0	0	0	0	0	0	0
säzen	0	1	1	1	1	1	0	1	0	0
dauch	1	0	0	1	0	1	1	0	1	1
Curll	1	0	0	0	0	0	0	0	0	0
emulieren	1	0	0	0	0	0	0	0	0	0
Könges	1	0	0	0	0	0	0	0	0	0
unteilbarem	0	0	0	0	0	0	0	0	0	1
Civilisation	1	0	0	0	0	0	0	0	0	1
nahrhafterem	1	0	0	0	0	0	0	1	0	0
bewundernswerthen	1	0	0	0	0	0	1	0	0	1
logischsten	1	0	0	0	0	0	0	0	0	0
vmbkommend	0	1	0	0	0	0	0	1	0	0
verwirthen	0	1	0	0	0	1	0	0	1	0
zuvorkömmet	1	0	1	1	1	1	1	0	1	1
beweiseft	1	0	0	0	0	0	0	0	0	0
glüende	1	0	0	0	0	0	0	0	0	0
angepast	1	0	0	0	0	0	0	0	0	0
bezauberet	1	0	0	0	0	0	1	0	0	0
gepildet	1	0	0	0	0	0	0	0	0	0
Elteren	1	0	0	0	0	0	0	0	0	1
untadelich	1	0	0	0	0	0	0	0	0	0
Animus	0	1	1	0	0	0	0	0	0	0
mäszig	1	0	0	0	0	0	0	0	0	0
bezauberen	1	0	0	0	0	0	1	0	0	0
dreue	1	0	0	0	0	0	0	0	0	1
Barmher-Zigkeit	1	0	0	0	0	0	0	0	0	0
Schrekgespenste	0	1	1	0	0	1	0	1	0	0
Drotteln	0	0	1	0	0	0	0	0	1	0
gedehmüthigt	0	1	1	0	0	0	0	1	0	0
absondre	0	0	0	0	1	0	0	0	0	0
liegeten	0	1	1	0	1	0	0	0	0	0
entkräfftigen	0	1	0	0	0	0	0	0	0	0
Verzweiffelt	0	1	0	0	0	1	0	1	0	0
Vorschritten	1	0	0	1	0	0	1	0	0	0
syrenen	0	1	0	0	0	1	0	0	0	0
todtschlag	0	1	1	0	1	1	0	1	1	0
Bekante	1	1	0	0	0	0	0	0	0	1
Kezero	0	1	0	0	1	0	0	0	0	0
vnvberwintlich	0	1	0	0	0	1	0	1	0	0
Nechern	0	1	0	0	0	0	0	1	0	0
wirsta	0	1	0	0	0	0	0	0	0	0
entsitzt	0	1	0	0	0	1	0	0	0	0
ΦΗΤΤ	0	1	0	0	1	0	0	1	0	0
wirste	0	1	0	0	0	0	0	0	0	0
Läuser	0	1	0	0	1	0	0	0	0	0
feld	1	0	0	0	0	0	0	0	0	0
Majästäht	1	0	0	0	0	0	0	0	0	1
Dämon	0	1	1	0	1	1	0	1	0	0
Tricke	0	1	0	0	0	0	0	0	1	0
erröthe	0	1	0	0	0	0	0	0	0	0
wider-fahren	0	1	0	0	0	0	0	0	0	0
verlöhren	0	1	0	0	0	1	0	0	0	0
turbulenteren	0	1	1	0	0	1	0	0	0	0
hayliger	1	0	0	0	0	0	0	0	0	0
zerfält	0	1	0	0	1	1	0	0	0	0
verleurst	0	1	0	0	0	1	0	0	0	0
Kathechismen	0	0	0	0	1	0	0	0	0	0
Chlage	0	1	1	0	1	1	0	1	1	0
Abgeschidenheit	1	1	0	0	0	1	0	0	0	0
Schwören	1	0	0	0	0	0	0	0	0	1
Ris	0	1	0	0	0	0	0	0	0	0
vollennd	1	0	0	0	0	0	0	0	0	0
Rin	1	0	0	0	0	0	0	0	0	1
Fleischige	0	1	0	0	0	0	0	0	0	0
Außergewöhnliche	1	0	0	0	0	0	0	0	0	0
Strieche	0	1	1	0	0	1	0	1	0	0
leres	0	1	0	0	1	0	0	0	0	0
lerer	1	0	0	0	0	0	0	0	0	1
Dölche	0	1	0	0	0	1	0	0	0	0
unbegränzet	1	0	0	0	0	0	0	0	0	0
Hand-gemenge	0	1	0	0	0	1	0	0	0	0
hayligem	1	0	0	0	0	0	0	0	0	0
Gehässige	0	1	1	0	0	0	0	0	0	0
hayligen	1	0	0	0	0	0	0	0	0	0
Obhalt	0	0	0	0	0	0	0	0	0	1
allervornemste	1	0	0	0	0	0	0	0	0	0
Sönnen	1	0	0	1	0	0	1	0	1	1
ohnüberwindlich	0	1	0	0	0	1	0	1	0	0
gesprächichen	0	1	0	0	0	0	0	0	0	0
zahlen	1	0	0	1	0	0	1	0	0	1
Allmechtige	1	0	0	0	0	0	0	0	0	0
Bawrn	0	1	0	0	0	0	0	0	0	1
Heren	1	0	0	0	0	0	0	0	0	1
gesprächicher	0	1	0	0	0	0	0	0	0	0
Wigt	0	0	0	1	0	0	0	0	0	1
Honig ;	1	0	0	0	0	0	0	0	0	0
ublichen	1	0	0	0	0	0	0	0	0	1
Rükgange	0	1	0	0	0	0	0	0	0	0
störeten	0	1	1	0	0	0	0	1	0	0
Fräundschaft	1	0	0	0	0	0	1	0	0	1
grun	1	0	0	0	0	0	1	0	0	1
allerfreundlichsten	1	0	0	1	0	0	1	0	0	1
Fähigkeitten	1	0	0	0	0	0	0	0	0	0
verstämmen	0	0	0	0	0	0	0	0	0	1
himmelischen	1	0	0	1	0	0	1	0	0	1
Mittelmäßigkeit	0	1	0	0	0	0	0	0	0	0
rechtmößige	1	0	0	0	0	0	0	0	0	1
Erklärete	1	0	0	0	0	0	0	0	0	1
himmelischer	1	0	0	1	0	0	1	0	0	1
himmelisches	1	0	0	1	0	0	1	0	0	1
Anehmlichkeiten	1	0	0	0	0	0	0	0	0	0
Hülfsmitteln	1	0	0	0	0	0	1	0	0	1
Schlüchten	0	1	1	0	0	1	0	1	1	0
auffallend	1	0	0	0	0	0	0	0	0	0
Bändgen	1	0	1	1	0	0	1	0	0	0
danckbarkeyt	1	0	0	0	0	0	1	0	0	0
Cassirer	0	0	0	0	0	0	0	0	0	1
uebe	1	0	0	0	0	0	1	0	1	1
Emanzipazion	1	0	0	1	0	0	1	0	0	0
untergang es	0	1	0	0	0	1	0	1	0	0
einflufsreiche	1	0	0	0	0	0	0	0	0	1
tolche	0	1	0	0	0	1	0	0	0	0
chirurgi	0	0	0	0	0	1	0	1	0	0
Ehstande	1	0	0	1	0	0	1	0	0	1
VNmüglich	0	1	0	0	0	0	0	1	0	0
Vermittlungs	1	0	0	0	0	0	0	0	0	0
catechißmus	0	0	0	0	1	0	0	0	0	0
Schauspieles	1	1	0	0	0	0	0	0	0	0
Betrüget	0	1	1	0	1	0	0	1	0	0
Slächter	0	1	0	0	0	1	0	1	0	0
treibind	0	1	0	1	0	1	0	1	0	0
spaltunge	0	1	0	0	0	0	0	0	0	0
überraschst	0	0	0	0	0	0	0	0	1	0
gesellig	1	0	0	0	0	0	0	0	0	0
Bersuchen	1	0	0	0	0	0	0	0	0	0
abscheüliche	0	1	1	0	1	1	0	1	0	0
erfüllet	1	0	0	0	0	0	1	0	0	0
Laurt	0	1	0	0	0	0	0	0	0	0
veer	1	0	0	0	0	0	0	0	0	0
preister	1	0	0	0	0	0	0	0	0	1
Unvergeslichsten	1	0	0	0	0	0	1	0	1	1
Heldt	1	0	0	1	0	0	1	0	1	1
verborgn	0	1	0	0	0	0	0	1	0	0
vernachläßigt	0	1	1	0	1	0	0	1	0	0
Heldn	1	0	0	1	0	0	1	0	1	1
verlorensten	0	1	0	0	0	1	0	0	0	0
Breute	1	0	0	1	0	0	1	0	0	1
Würffel	0	0	0	0	0	0	0	0	0	1
Würffen	0	1	0	0	0	0	0	0	0	0
ausszubrechen	0	1	1	0	0	0	0	0	1	0
erfüllen	1	0	0	0	0	0	1	0	0	0
Helde	1	0	0	1	0	0	1	0	1	1
strängsten	0	1	0	0	0	0	0	0	0	0
klassischsten	1	0	0	0	0	0	0	0	0	0
organischeren	1	0	0	0	0	0	0	0	0	0
gsundem	1	0	0	0	0	0	1	0	0	0
SCHWARTZ	0	1	0	0	0	0	0	1	0	0
gsunden	1	0	0	0	0	0	1	0	0	0
Krake	0	0	0	0	1	0	0	0	0	0
unterstreichen	1	0	0	0	0	0	0	0	0	0
Balkh	0	0	1	0	0	0	0	0	0	0
Verodnung	0	0	0	0	0	0	0	0	0	1
Choweress	1	0	0	0	0	0	1	0	0	1
Spilern	0	1	0	1	0	0	0	0	1	0
sparth	1	0	0	0	0	0	1	0	0	1
Endocarditis	0	0	0	0	0	1	0	1	0	0
schickke	1	0	0	0	0	0	0	0	0	1
jüng	0	1	0	0	1	0	0	0	0	0
lokalisieren	0	0	0	1	0	0	0	0	0	0
organischerer	1	0	0	0	0	0	0	0	0	0
vergeß	0	1	1	0	0	1	0	0	0	0
uninteressanteren	0	1	0	0	0	0	0	1	0	0
Lüche	0	1	1	0	1	0	0	1	0	0
intuitiv	1	0	0	0	0	0	0	0	0	0
Haltes	0	0	0	0	0	0	0	0	0	1
fänrich	1	0	0	0	0	0	0	0	0	0
leichtglaubigen	0	1	0	0	0	0	0	1	0	1
schaffent	1	0	0	0	0	0	1	0	0	0
Gewissenhafte	1	0	0	0	0	0	0	0	0	1
trügerischesten	0	1	0	0	0	0	0	0	0	0
byndet	0	1	0	0	0	0	0	0	0	0
Ungehörigkeit	0	1	0	0	0	0	0	0	0	0
Bößewicht	0	1	0	0	0	1	0	0	0	0
vertriebt	0	1	1	0	1	1	0	1	0	0
Betteleyen	0	1	0	0	0	0	0	0	0	0
verbündniß	1	0	0	0	0	0	0	0	0	1
fry	1	0	0	0	0	0	1	0	0	1
schaffend	1	0	0	0	0	0	1	0	0	0
düll	0	0	1	1	0	1	0	0	0	0
hendeln	0	0	0	0	0	0	0	0	0	1
traurgen	0	1	1	0	0	1	0	1	0	0
verlohret	0	1	0	0	0	1	0	0	0	0
Woollen	0	1	0	0	0	0	0	1	0	0
bedrowet	0	1	1	1	0	1	0	0	0	0
Uberflüßige	0	1	0	0	0	0	0	0	0	0
spit	0	0	0	0	1	0	0	0	0	0
allerabhängigste	1	1	0	0	0	0	0	0	0	1
heimmsuchen	0	1	0	0	0	1	0	1	0	0
Aberrazionen	0	1	0	0	1	0	0	0	0	0
Schiffsrumpfe	0	0	0	0	1	0	0	0	0	0
Behaltene	0	0	0	0	0	0	0	0	0	1
spia	0	0	0	0	1	0	0	0	0	0
völlsten	0	1	0	0	0	1	0	1	0	0
bevorstunden	0	0	0	1	0	1	0	0	0	0
Breuttigam	1	0	0	1	0	0	1	0	0	1
Vorsahren	1	0	0	0	0	0	1	0	0	1
Kloster	1	0	0	0	0	0	0	0	0	1
traurger	0	1	1	0	0	1	0	1	0	0
traurges	0	1	1	0	0	1	0	1	0	0
spil	0	1	0	1	0	0	0	0	1	0
nahrhaffte	1	0	0	0	0	0	0	1	0	0
Conglomerat	0	0	0	0	0	0	0	0	0	1
schlechtt	0	1	0	0	0	1	0	1	0	0
behastete	0	1	0	0	0	0	0	0	0	0
Pikel	0	1	0	0	1	0	0	0	0	0
Crelles	0	1	0	0	1	0	0	0	1	0
Beware	1	0	0	0	0	0	0	0	0	0
verlahss '	0	1	1	0	0	1	0	1	0	0
korperliche	1	0	0	0	0	0	0	0	0	0
Bereitschafft	1	0	0	0	0	0	0	0	0	0
leucht '	1	0	0	1	0	0	1	0	0	1
beiaht	1	0	0	0	0	0	0	0	0	1
betheten	1	0	0	1	0	1	1	0	1	1
unaußprechlicher	1	0	0	0	0	0	0	0	0	0
Bewart	1	0	0	0	0	0	0	0	0	0
vertroknere	0	1	0	0	0	0	0	1	0	0
troknes	0	1	0	0	0	0	0	1	0	0
vernachläszigen	0	1	1	0	1	0	0	1	0	0
sumpfigt	0	1	0	0	1	1	0	0	0	0
Schiedes-Richtern	0	0	0	0	0	0	0	0	0	1
Ältere	1	0	0	0	0	0	0	0	0	1
feiertet	1	0	0	1	0	0	1	0	0	0
erkenbar	1	0	0	1	0	0	0	0	0	0
ingeweid	0	1	0	0	1	0	0	0	0	0
Gschäften	1	0	0	1	0	0	0	0	0	0
kohr	1	0	0	0	0	0	1	0	0	1
füellen	0	0	0	0	0	0	0	0	0	1
Chimeren	0	0	0	0	0	1	0	0	1	0
Trinken	0	1	0	0	0	0	0	0	0	0
verbündnis	1	0	0	0	0	0	0	0	0	1
koht	0	1	0	0	1	0	0	0	0	0
Empörte	0	1	1	0	0	0	0	0	0	0
vertrawetest	0	0	0	1	0	0	0	0	0	0
gottlos	0	1	1	0	0	0	0	0	0	0
vergeb	1	0	0	0	0	0	0	0	0	0
Vorrates	1	0	0	0	0	0	0	0	0	0
gewin	1	0	0	1	0	0	1	0	0	0
strengern	0	1	0	0	0	0	0	0	0	0
strengerm	0	1	0	0	0	0	0	0	0	0
wizzen	1	0	0	0	0	0	0	0	0	0
nützlichers	1	0	0	0	0	0	0	0	0	0
wohl-stande	1	0	0	0	0	0	1	0	0	0
Nutzlichste	1	0	0	0	0	0	0	0	0	0
Arbeitsthieren	0	1	0	0	0	0	0	0	0	0
jungk	0	1	0	0	1	0	0	0	0	0
vollstendige	1	0	0	0	0	0	0	0	0	0
verschligen	0	1	0	0	0	0	0	0	0	0
schliege	0	1	0	0	0	0	0	0	0	0
Post es	0	0	0	1	0	0	0	0	0	0
nützlichern	1	0	0	0	0	0	0	0	0	0
angenemst	1	0	0	1	0	0	1	0	1	1
Gesängnus	0	1	1	0	0	1	0	1	0	0
benahmbte	0	1	0	0	0	0	0	0	0	0
junga	0	1	0	0	1	0	0	0	0	0
Vnpartheyisch	1	0	0	0	0	0	0	0	0	1
erleucht	1	0	0	0	0	0	1	0	0	1
brillantern	1	0	0	1	0	0	1	0	0	1
unüberwindlicheren	0	1	0	0	0	1	0	1	0	0
abschafte	0	1	1	0	0	0	0	0	0	0
verlaße	0	1	1	0	0	1	0	1	0	0
kitzelnd	1	0	0	1	0	0	1	0	1	1
Altäglich	0	0	0	1	0	0	0	0	0	1
Schocke	0	1	1	0	0	1	0	0	1	0
wiederkehrtet	0	0	0	1	0	0	0	0	0	0
stärcketen	1	0	0	0	0	0	0	0	0	0
Gebroch'nen	0	1	1	0	1	1	0	1	0	0
Schmertzhafften	0	1	0	0	0	0	0	1	0	0
stendigen	0	0	0	0	0	0	0	0	0	1
Unzufriedensten	0	1	1	0	1	1	0	1	0	0
frölicher	1	0	0	0	0	0	1	0	0	0
stumpfferem	0	1	0	0	0	0	0	0	0	0
MVnd	0	0	0	0	0	0	0	0	1	0
Todschlagk	0	1	1	0	1	1	0	1	1	0
Murr	0	1	1	0	1	0	0	0	0	0
vertrokkenen	0	1	0	0	0	0	0	1	0	0
Conspiriren	0	1	0	0	0	1	0	0	0	0
Zeug [ Nis ]	0	0	0	0	0	0	0	0	0	1
Gefül '	1	1	1	1	1	1	1	1	1	1
selt'ne	0	0	0	0	0	0	0	0	1	0
beheilet	0	0	0	0	0	0	0	0	0	1
vröuden	1	0	0	1	0	0	1	0	0	0
unächte	0	1	1	0	1	0	0	0	0	0
spiß	0	0	0	0	1	0	0	0	0	0
schmärtz	0	1	0	0	0	1	0	1	0	0
wollinne	0	1	0	0	0	0	0	1	0	0
Geschichet	1	0	0	0	0	0	0	0	0	0
mutigst	1	0	0	0	0	1	0	0	0	0
bündnissen	1	0	0	0	0	0	0	0	0	1
academie	1	0	0	0	0	0	0	0	0	0
trünck	0	1	0	0	0	0	0	0	0	0
officirs	1	0	0	0	0	0	0	0	0	1
Stahren	0	1	0	0	0	0	0	0	0	0
vereitlet	0	1	0	0	0	0	0	0	1	0
dominirte	1	1	1	0	0	1	0	0	0	0
Vergeb	1	0	0	0	0	0	0	0	0	0
teick	0	1	1	0	0	1	0	0	0	0
Awel	0	0	0	0	0	1	0	0	0	0
gebethn	0	1	0	0	0	0	0	1	0	0
vberlegen	1	0	0	0	0	0	0	0	0	0
Wurm es	0	1	0	1	0	0	0	0	1	0
Theron	1	0	0	0	0	0	0	0	0	1
Befriedigen	1	0	0	0	0	0	1	0	1	0
streiffens	0	1	0	0	0	0	0	1	0	0
Theyle	1	0	0	1	0	0	1	0	0	1
Selich	1	0	0	0	0	0	1	0	0	0
Muntrer	1	0	0	1	0	0	1	0	1	0
undanekbares	0	1	1	0	1	0	0	0	0	0
schnauben	0	0	0	0	0	0	0	1	0	0
vielfälltig	1	1	0	0	0	0	0	0	0	0
Theyls	1	0	0	1	0	0	1	0	0	1
Gooold	1	0	0	0	0	0	0	0	0	0
vielfält'ge	1	1	0	0	0	0	0	0	0	0
allerursprünglichste	1	0	0	0	0	0	0	0	0	0
Vollständigeres	1	0	0	0	0	0	0	0	0	0
hai	0	1	0	0	0	0	0	0	0	0
haj	0	1	0	0	0	0	0	0	0	0
Kleyden	1	0	0	0	0	0	0	0	0	0
Ruhes	1	0	0	0	0	0	1	0	0	1
Schicksall	0	1	0	1	0	0	0	0	0	0
fielet	0	1	0	0	0	0	0	1	0	0
gehersch't	1	0	0	1	0	0	1	0	0	0
müterlich	1	1	0	1	0	0	0	0	0	0
billgen	0	1	0	0	0	0	0	0	0	0
Kleydet	1	0	0	0	0	0	0	0	0	0
faffete	0	0	0	0	0	1	0	0	0	0
has	0	1	1	0	1	1	0	1	0	0
laeugnen	0	1	0	1	0	0	0	0	0	0
Kreysigen	0	1	0	0	0	1	0	0	1	0
stethigs	0	0	0	0	0	0	0	0	1	1
Universtät	1	0	0	1	0	0	0	0	0	0
behaubtet	0	1	0	0	0	0	0	0	0	0
Kreutzzügen	0	1	1	0	0	1	0	0	0	0
erbärmlichers	0	1	0	0	1	0	0	1	0	0
gütligen	1	0	0	0	0	0	1	0	0	0
Außzeichnen	1	0	0	0	0	0	1	0	0	1
uberflüßig	0	1	0	0	0	0	0	0	0	0
erbärmlichern	0	1	0	0	1	0	0	1	0	0
behallten	0	0	0	0	0	0	0	0	0	1
coexistiren	1	0	0	0	0	0	0	0	0	1
behaubten	0	1	0	0	0	0	0	0	0	0
anmaßete	0	1	1	0	0	0	0	0	0	0
Kärn	0	1	0	0	0	0	0	0	0	0
erbärmlichere	0	1	0	0	1	0	0	1	0	0
siegreicheren	1	0	0	0	0	0	1	0	0	0
felderen	1	0	0	0	0	0	0	0	0	0
beruhmteste	1	0	0	0	0	0	0	0	0	0
einfach [ er	1	0	0	0	0	0	0	0	0	1
angeneheme	1	0	0	1	0	0	1	0	1	1
Drencke	0	1	0	0	1	0	0	0	0	0
Teufl	0	1	1	1	1	1	0	1	0	0
ankähme	0	0	0	1	0	0	0	0	0	0
allerheißeste	0	0	1	0	0	0	0	0	0	0
Traurfällen	0	1	0	0	0	0	0	1	0	0
verschiben	0	1	0	0	0	0	0	0	0	0
rätzel	0	0	0	0	0	0	0	0	1	0
froide	1	0	0	1	0	0	1	0	0	0
nothwendge	0	1	0	0	0	0	0	0	0	0
ankomm't	0	0	0	1	0	0	0	0	0	0
abgehaben	0	1	0	0	0	0	0	1	0	0
Nachbawren	1	0	0	1	0	0	0	0	0	1
düstres	0	1	0	0	1	1	0	1	0	0
düstrer	0	1	0	0	1	1	0	1	0	0
Civilisazion	1	0	0	0	0	0	0	0	0	1
allerseinsten	1	0	0	1	0	0	1	0	0	1
allerabscheuligsten	0	1	1	0	1	1	0	1	0	0
unbeqvemer	0	1	1	0	1	0	0	1	0	0
unbeqvemes	0	1	1	0	1	0	0	1	0	0
Befestigunge	1	0	0	0	0	0	0	0	0	0
verdenken	0	1	0	0	0	1	0	0	0	0
niedriege	0	1	0	0	0	0	0	1	0	0
Creutzigung	0	1	1	0	1	1	0	1	0	0
Schüsset	0	1	1	0	0	1	0	0	0	0
majestätischeres	1	0	0	1	0	0	1	0	1	1
Geschäste	1	0	0	1	0	0	0	0	0	0
allerwürksamste	1	0	0	0	0	0	0	0	0	1
vorranges	1	0	0	0	0	0	0	0	0	1
Gueten	1	0	0	1	0	0	1	0	1	1
sterbn	0	1	0	0	0	1	0	1	0	0
irrationalis	0	1	0	0	1	1	0	0	0	0
frum	1	0	0	1	0	0	1	0	0	1
niedriegs	0	1	0	0	0	0	0	1	0	0
Übertragung	0	1	0	0	0	0	0	0	0	0
Wählerische	0	1	0	0	1	0	0	0	0	0
Threw	1	0	0	0	0	0	0	0	0	1
sterba	0	1	0	0	0	1	0	1	0	0
Orthodoxien	0	0	0	0	0	0	0	0	0	1
scherztest	1	0	0	0	0	0	1	0	1	0
vberraschet	0	0	0	0	0	0	0	0	1	0
barbarischster	0	1	1	0	1	1	0	0	0	0
aus-geschlossen	0	1	0	0	1	0	0	1	0	0
Verbrennnung	0	1	0	0	0	0	0	0	0	0
TROST	1	0	0	0	0	0	0	0	0	0
G'sellen	0	0	0	0	0	0	0	0	0	1
Pünden	0	1	0	0	0	1	0	0	0	0
bedencketen	0	1	0	0	0	0	0	0	0	0
Hofflichkeit	1	0	0	0	0	0	0	0	0	0
untersuchtest	1	0	0	0	0	0	0	0	0	0
binden	1	0	1	1	0	0	1	0	0	0
Citaten	1	1	0	1	0	0	0	0	1	0
versönlichen	1	0	0	0	0	0	0	0	0	1
Proph [ ez ] eiungen	0	0	0	1	0	0	0	0	0	0
fröligst	1	0	0	0	0	0	1	0	0	0
Ruckgrath	1	0	1	0	0	0	0	0	0	1
vberraschen	0	0	0	0	0	0	0	0	1	0
untersuch	1	0	0	0	0	0	0	0	0	0
Tif	0	1	1	0	0	0	0	0	0	0
überweltigen	0	1	0	0	0	0	0	0	0	0
Citates	1	1	0	1	0	0	0	0	1	0
Schus	0	1	1	0	0	1	0	1	1	0
Schut	0	1	0	0	1	0	0	0	0	0
Schocken	0	1	1	0	0	1	0	0	1	0
ader	1	0	0	0	0	0	0	0	0	0
Schuw	1	0	0	0	0	0	1	0	0	0
eygenthums	1	0	0	0	0	0	0	0	0	0
Papagais	0	1	0	0	1	0	0	0	0	0
Jägr	0	1	0	1	0	1	0	1	0	0
blumigtem	1	0	0	0	0	0	0	0	0	0
blumigter	1	0	0	0	0	0	0	0	0	0
blumigtes	1	0	0	0	0	0	0	0	0	0
Schub	0	1	1	0	0	0	0	0	0	0
eygenthumm	1	0	0	0	0	0	0	0	0	0
Widerruff	0	1	0	0	0	0	0	0	0	0
tiefstere	0	1	1	0	0	0	0	0	0	0
aufhängen	0	1	1	0	1	1	0	1	0	0
eygenthumb	1	0	0	0	0	0	0	0	0	0
behafftes	0	1	0	0	0	0	0	0	0	0
Erzten	1	0	0	0	0	0	0	0	0	1
Widerspänstige	0	1	1	0	0	0	0	0	0	0
widerstandene	0	1	0	0	0	0	0	0	0	0
pferdt	0	0	0	0	0	0	0	0	0	1
vornember	1	0	0	0	0	0	0	0	0	0
anbieten	1	0	0	0	0	0	1	0	0	1
Einsällen	0	1	0	0	0	1	0	0	0	0
entführ '	0	1	1	0	0	1	0	1	1	0
BEist	0	1	0	0	0	0	0	0	0	0
zerriessen	0	1	0	0	0	0	0	0	0	0
schwartz	0	1	0	0	0	0	0	1	0	0
Allerwiderwärtigste	0	1	0	0	1	0	0	0	0	0
Kupplerin	0	0	0	1	0	0	0	0	0	0
wanckelmüthiger	0	1	0	0	0	0	0	0	0	0
nuzens	1	0	0	0	0	0	0	0	0	0
wanckelmüthigen	0	1	0	0	0	0	0	0	0	0
lieben	1	0	0	1	0	0	1	0	0	1
teüflen	0	1	1	1	1	1	0	1	0	0
erführ	1	0	0	0	0	0	0	0	0	1
Gebaeude	1	0	0	0	0	0	0	0	0	0
Bjllig	0	1	0	0	0	0	0	0	0	0
negativiren	0	1	1	0	1	1	0	1	0	0
allergebrechlichsten	0	1	0	0	0	0	0	0	0	0
wardten	0	1	0	1	0	0	0	0	0	0
Schnellste	0	0	0	0	0	0	0	0	1	0
verborgnere	0	1	0	0	0	0	0	1	0	0
föhrt	0	0	0	0	0	0	0	0	0	1
dummere	0	1	0	0	0	0	0	0	0	0
Drohn	0	1	0	0	0	0	0	0	0	0
Erwerb	1	0	0	1	0	0	0	0	0	0
veranschanlicht	1	0	0	0	0	0	0	0	0	0
Schocolade	1	0	0	1	0	0	1	0	0	1
Dücke	0	1	0	1	0	1	0	1	0	0
frigidae	0	1	0	0	0	0	0	0	0	0
dummers	0	1	0	0	0	0	0	0	0	0
zauberhaffte	1	0	0	1	0	0	1	0	0	0
gemeinnüziger	1	0	0	1	0	0	1	0	0	1
kräncklich	0	1	0	0	0	1	0	1	0	0
Tathsachen	0	0	0	0	0	0	0	0	0	1
Geneusset	1	0	0	1	0	0	1	0	0	1
Bezeichniß	0	0	0	0	0	0	0	0	0	1
verbargs	0	1	0	0	0	0	0	1	0	0
vnfreundtlicher	0	1	0	0	0	0	0	0	0	0
vnfreundtliches	0	1	0	0	0	0	0	0	0	0
vorbildlich	1	0	0	0	0	0	0	0	0	0
auszufprechen	1	0	0	0	0	0	0	0	0	0
demütiget	0	1	1	0	0	0	0	1	0	0
Betruug	0	1	1	0	1	1	0	1	1	0
Einfählen	0	1	0	0	0	1	0	0	0	0
vereinigtet	1	0	0	0	0	0	0	0	0	1
Enzündungen	0	1	0	0	0	0	0	0	0	0
auffgeblähet	0	1	0	0	1	0	0	0	0	0
Bizarreres	0	1	0	0	0	0	0	0	1	0
erschlügst	0	1	1	0	0	0	0	0	0	0
Eröberung	0	1	1	0	0	1	0	0	0	0
Laborinth	0	1	0	1	0	0	0	0	0	0
Guede	1	0	0	1	0	0	1	0	1	1
vnvberwindtlich	0	1	0	0	0	1	0	1	0	0
schwärzen	0	1	0	0	0	1	0	1	0	0
stürmisch	0	1	0	0	0	1	0	0	0	0
Komeas	0	1	0	0	0	1	0	1	0	0
kindgen	1	0	0	1	0	0	1	0	0	0
Löschete	0	1	0	0	0	1	0	0	0	0
treyb	0	1	0	1	0	1	0	1	0	0
Uebersezzung	0	0	0	0	0	0	0	0	0	1
heimsuochen	0	1	0	0	0	1	0	1	0	0
Ruppe	1	0	0	0	0	0	1	0	0	1
